,image,pred,actual,group,spurious,correct,caption
242,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0009_795510.jpg,0,0,1,1,1,biological species on a branch.
243,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0052_42621.jpg,0,0,1,1,1,biological species on a lake.
244,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0068_42701.jpg,0,0,1,1,1,a hummingbird is seen in this undated file photo.
245,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0008_42703.jpg,0,0,0,0,1,biological species in a tree.
246,043.Yellow_bellied_Flycatcher/Yellow_Bellied_Flycatcher_0063_42704.jpg,0,0,0,0,1,biological species in the snow.
247,044.Frigatebird/Frigatebird_0006_43381.jpg,0,1,2,0,0,a tree stump in the forest.
248,044.Frigatebird/Frigatebird_0021_42913.jpg,1,1,2,0,1,a bird in the rain.
249,044.Frigatebird/Frigatebird_0084_43006.jpg,1,1,3,1,1,biological species in the water.
250,044.Frigatebird/Frigatebird_0070_43516.jpg,1,1,2,0,1,"person , the new owner of the resort , holds a balloon."
251,045.Northern_Fulmar/Northern_Fulmar_0019_43853.jpg,1,1,2,0,1,a kite flies over a tree.
252,045.Northern_Fulmar/Northern_Fulmar_0010_44112.jpg,1,1,2,0,1,animal in a tree - photo #.
253,045.Northern_Fulmar/Northern_Fulmar_0095_43860.jpg,0,1,2,0,0,biological species in the trees.
254,045.Northern_Fulmar/Northern_Fulmar_0071_44146.jpg,1,1,3,1,1,a seagull flies over the ocean.
255,046.Gadwall/Gadwall_0039_31013.jpg,1,1,2,0,1,duck in a pond with waterfall.
256,046.Gadwall/Gadwall_0096_31560.jpg,1,1,3,1,1,a goose on the train.
257,046.Gadwall/Gadwall_0012_30920.jpg,1,1,3,1,1,a seagull feeds on a fish.
258,046.Gadwall/Gadwall_0034_31212.jpg,1,1,3,1,1,a camel in the ocean.
259,047.American_Goldfinch/American_Goldfinch_0128_32333.jpg,0,0,0,0,1,biological species in the wild.
260,047.American_Goldfinch/American_Goldfinch_0041_31969.jpg,0,0,0,0,1,birds in the wild - photo #.
261,047.American_Goldfinch/American_Goldfinch_0106_32182.jpg,0,0,1,1,1,biological species on a lake.
262,048.European_Goldfinch/European_Goldfinch_0012_794646.jpg,0,0,0,0,1,a parrot in a tree.
263,048.European_Goldfinch/European_Goldfinch_0090_794648.jpg,0,0,0,0,1,a bird in a tree.
264,048.European_Goldfinch/European_Goldfinch_0006_794661.jpg,0,0,0,0,1,biological species is a species of bird.
265,048.European_Goldfinch/European_Goldfinch_0097_794688.jpg,1,0,1,1,0,a bird in the water.
266,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0086_33818.jpg,0,0,1,1,1,biological species is a bird of prey.
267,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0070_33612.jpg,1,0,1,1,0,"person , a seagull , is pictured."
268,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0056_33649.jpg,0,0,1,1,1,biological species on the water.
269,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0062_33650.jpg,0,0,1,1,1,a crow on the beach.
270,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0040_33417.jpg,0,0,0,0,1,biological species in the mist.
271,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0123_33695.jpg,0,0,0,0,1,a crow on a farm.
272,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0027_33743.jpg,0,0,1,1,1,biological species in flight over a pond.
273,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0113_33490.jpg,0,0,1,1,1,biological species on the beach.
274,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0063_33492.jpg,0,0,0,0,1,biological species in the rainforest.
275,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0097_33759.jpg,1,0,0,0,0,a bird flies over a city.
276,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0011_34020.jpg,0,0,0,0,1,biological species is a bird of prey.
277,049.Boat_tailed_Grackle/Boat_Tailed_Grackle_0033_33524.jpg,0,0,1,1,1,biological species - i have one of these !.
278,050.Eared_Grebe/Eared_Grebe_0023_34309.jpg,1,1,2,0,1,person with some of the fish he caught.
279,050.Eared_Grebe/Eared_Grebe_0053_34084.jpg,1,1,3,1,1,a goose in the sunset.
280,050.Eared_Grebe/Eared_Grebe_0079_34342.jpg,0,1,2,0,0,biological species in the wild.
281,050.Eared_Grebe/Eared_Grebe_0017_34139.jpg,1,1,3,1,1,biological species in the grass.
282,050.Eared_Grebe/Eared_Grebe_0010_34151.jpg,1,1,3,1,1,a bird on the beach.
283,050.Eared_Grebe/Eared_Grebe_0016_34334.jpg,1,1,2,0,1,biological species in the mist.
284,050.Eared_Grebe/Eared_Grebe_0015_34231.jpg,1,1,2,0,1,biological species in the wild.
285,050.Eared_Grebe/Eared_Grebe_0004_34277.jpg,1,1,3,1,1,a duck swimming in the sea.
286,051.Horned_Grebe/Horned_Grebe_0098_34662.jpg,1,1,2,0,1,biological species in a tree.
287,051.Horned_Grebe/Horned_Grebe_0099_34989.jpg,1,1,3,1,1,the ship is pictured in the water.
288,051.Horned_Grebe/Horned_Grebe_0088_35023.jpg,0,1,2,0,0,biological species in the rainforest.
289,051.Horned_Grebe/Horned_Grebe_0040_34548.jpg,0,1,2,0,0,a bird in the rainforest.
290,052.Pied_billed_Grebe/Pied_Billed_Grebe_0033_35379.jpg,1,1,3,1,1,a bird of prey in the water.
291,052.Pied_billed_Grebe/Pied_Billed_Grebe_0005_35437.jpg,1,1,3,1,1,a pair of swans on the lake.
292,052.Pied_billed_Grebe/Pied_Billed_Grebe_0024_35949.jpg,1,1,2,0,1,biological species in the rainforest.
293,052.Pied_billed_Grebe/Pied_Billed_Grebe_0086_35483.jpg,1,1,3,1,1,a bird of prey is seen.
294,052.Pied_billed_Grebe/Pied_Billed_Grebe_0120_35764.jpg,0,1,2,0,0,a bird in the trees.
295,052.Pied_billed_Grebe/Pied_Billed_Grebe_0050_35530.jpg,1,1,3,1,1,a group of students paddle down a river.
296,052.Pied_billed_Grebe/Pied_Billed_Grebe_0100_35310.jpg,1,1,2,0,1,a bird in a tree.
297,053.Western_Grebe/Western_Grebe_0099_36112.jpg,1,1,3,1,1,the water was so low that it was almost invisible to the eye.
298,053.Western_Grebe/Western_Grebe_0092_36121.jpg,1,1,3,1,1,biological species on the beach.
299,053.Western_Grebe/Western_Grebe_0088_36428.jpg,1,1,2,0,1,biological species in the water.
300,053.Western_Grebe/Western_Grebe_0047_36203.jpg,1,1,2,0,1,the bird of paradise - photo #.
301,053.Western_Grebe/Western_Grebe_0001_36481.jpg,1,1,3,1,1,swan on a bridge over the river.
302,053.Western_Grebe/Western_Grebe_0061_36181.jpg,1,1,3,1,1,a seagull on a ship.
303,054.Blue_Grosbeak/Blue_Grosbeak_0073_37148.jpg,0,0,0,0,1,a tree fell on the grounds.
304,054.Blue_Grosbeak/Blue_Grosbeak_0031_37173.jpg,0,0,1,1,1,a bird on a dock.
305,054.Blue_Grosbeak/Blue_Grosbeak_0043_37200.jpg,1,0,1,1,0,birds in the - photo sharing !.
306,054.Blue_Grosbeak/Blue_Grosbeak_0020_36967.jpg,0,0,1,1,1,"person , the blue - winged parrot , is one of the many birds that will be seen."
307,054.Blue_Grosbeak/Blue_Grosbeak_0094_36995.jpg,0,0,1,1,1,a bird on the beach.
308,054.Blue_Grosbeak/Blue_Grosbeak_0004_14988.jpg,0,0,1,1,1,a blue bird in the water.
309,054.Blue_Grosbeak/Blue_Grosbeak_0072_36774.jpg,0,0,1,1,1,biological species on a frozen lake.
310,054.Blue_Grosbeak/Blue_Grosbeak_0038_37095.jpg,0,0,0,0,1,biological species in the rainforest.
311,054.Blue_Grosbeak/Blue_Grosbeak_0010_37108.jpg,0,0,1,1,1,birds in the park - photo #.
312,055.Evening_Grosbeak/Evening_Grosbeak_0041_37928.jpg,0,0,1,1,1,biological species on the rocks.
313,055.Evening_Grosbeak/Evening_Grosbeak_0069_37684.jpg,0,0,0,0,1,biological species in the park.
314,055.Evening_Grosbeak/Evening_Grosbeak_0016_37613.jpg,0,0,0,0,1,biological species in the snow.
315,056.Pine_Grosbeak/Pine_Grosbeak_0006_38421.jpg,0,0,1,1,1,a parrot with a rainbow in the background.
316,056.Pine_Grosbeak/Pine_Grosbeak_0038_38956.jpg,0,0,1,1,1,biological species in the snow.
317,056.Pine_Grosbeak/Pine_Grosbeak_0102_38216.jpg,0,0,0,0,1,the bird in the tree.
318,056.Pine_Grosbeak/Pine_Grosbeak_0100_38988.jpg,0,0,1,1,1,a bird flies over the beach.
319,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0097_39514.jpg,0,0,1,1,1,a city : a bird on the pier.
320,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0067_39592.jpg,0,0,1,1,1,a bird of prey in the wild.
321,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0077_39613.jpg,0,0,0,0,1,biological species in the forest.
322,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0042_39158.jpg,0,0,1,1,1,a bird flies over a fire.
323,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0114_39770.jpg,0,0,1,1,1,biological species on the beach.
324,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0075_39795.jpg,1,0,1,1,0,"person , a parrot , is seen."
325,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0063_39802.jpg,0,0,0,0,1,biological species in the wild.
326,057.Rose_breasted_Grosbeak/Rose_Breasted_Grosbeak_0047_39407.jpg,0,0,0,0,1,person with a bird he found.
327,058.Pigeon_Guillemot/Pigeon_Guillemot_0084_40217.jpg,1,1,2,0,1,biological species in a tree.
328,058.Pigeon_Guillemot/Pigeon_Guillemot_0025_40511.jpg,1,1,3,1,1,biological species on the beach.
329,058.Pigeon_Guillemot/Pigeon_Guillemot_0034_40074.jpg,1,1,3,1,1,a bird on the rocks.
330,058.Pigeon_Guillemot/Pigeon_Guillemot_0077_39885.jpg,0,1,2,0,0,biological species - the bird of paradise.
331,059.California_Gull/California_Gull_0025_41479.jpg,1,1,2,0,1,biological species in flight over the marsh.
332,059.California_Gull/California_Gull_0103_41044.jpg,1,1,3,1,1,a seagull sits on a beach.
333,059.California_Gull/California_Gull_0052_41047.jpg,0,1,2,0,0,biological species in a bamboo forest.
334,059.California_Gull/California_Gull_0100_41088.jpg,1,1,2,0,1,biological species is a bird of prey.
335,059.California_Gull/California_Gull_0092_41300.jpg,1,1,2,0,1,biological species on a tree branch.
336,059.California_Gull/California_Gull_0121_41196.jpg,1,1,3,1,1,person with a seagull on the beach.
337,059.California_Gull/California_Gull_0076_40788.jpg,1,1,3,1,1,a city is a popular spot for birds to gather.
338,059.California_Gull/California_Gull_0032_41335.jpg,1,1,3,1,1,biological species - i saw one of these on the beach.
339,059.California_Gull/California_Gull_0074_41358.jpg,1,1,3,1,1,biological species on the shore.
340,059.California_Gull/California_Gull_0021_41471.jpg,1,1,2,0,1,biological species in the wild.
341,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0093_44724.jpg,0,1,2,0,0,biological species in the garden.
342,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0002_44612.jpg,1,1,3,1,1,a crow on the beach.
343,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0138_44694.jpg,1,1,2,0,1,biological species - the most beautiful bird in the world.
344,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0060_44215.jpg,1,1,2,0,1,a bird of prey in the zoo.
345,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0133_44738.jpg,1,1,2,0,1,"person , a pilot , rides a quad bike with person."
346,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0012_44264.jpg,1,1,3,1,1,a seagull on the rocks.
347,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0057_44807.jpg,1,1,2,0,1,biological species is a bird of prey.
348,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0110_44377.jpg,1,1,3,1,1,"person , a seagull , with person."
349,060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0045_44906.jpg,1,1,3,1,1,"biological species - i 'm not sure what this is , but it looks like a bird."
350,061.Heermann_Gull/Heermann_Gull_0076_45597.jpg,1,1,2,0,1,biological species in the wild.
351,061.Heermann_Gull/Heermann_Gull_0139_45749.jpg,1,1,2,0,1,a bird with a broken leg.
352,061.Heermann_Gull/Heermann_Gull_0035_45754.jpg,1,1,3,1,1,biological species on the beach.
353,061.Heermann_Gull/Heermann_Gull_0053_45854.jpg,1,1,3,1,1,seagull on the rocks by the sea.
354,062.Herring_Gull/Herring_Gull_0105_46113.jpg,1,1,3,1,1,seagull on the pier by the lake.
355,062.Herring_Gull/Herring_Gull_0129_46708.jpg,1,1,2,0,1,the bird of prey is a bird of prey.
356,062.Herring_Gull/Herring_Gull_0116_47222.jpg,1,1,2,0,1,person with a bird of prey.
357,062.Herring_Gull/Herring_Gull_0084_46406.jpg,1,1,3,1,1,a seagull flies over the ship.
358,062.Herring_Gull/Herring_Gull_0010_46425.jpg,1,1,3,1,1,a seagull on the beach.
359,062.Herring_Gull/Herring_Gull_0026_48041.jpg,0,1,2,0,0,the bird of prey in the woods.
360,063.Ivory_Gull/Ivory_Gull_0061_49416.jpg,1,1,2,0,1,biological species is a bird of prey.
361,063.Ivory_Gull/Ivory_Gull_0015_49199.jpg,1,1,2,0,1,biological species in the snow.
362,063.Ivory_Gull/Ivory_Gull_0117_49227.jpg,1,1,3,1,1,a seagull on the beach.
363,063.Ivory_Gull/Ivory_Gull_0036_49754.jpg,1,1,3,1,1,a bird flies over a river.
364,063.Ivory_Gull/Ivory_Gull_0043_49755.jpg,1,1,3,1,1,biological species on a tree branch.
365,064.Ring_billed_Gull/Ring_Billed_Gull_0100_52779.jpg,1,1,2,0,1,biological species - i saw one of these in the woods.
366,064.Ring_billed_Gull/Ring_Billed_Gull_0063_51256.jpg,0,1,2,0,0,biological species in the snow.
367,064.Ring_billed_Gull/Ring_Billed_Gull_0127_51485.jpg,1,1,3,1,1,a seagull on the water.
368,064.Ring_billed_Gull/Ring_Billed_Gull_0050_51567.jpg,1,1,2,0,1,a bird on the grass.
369,065.Slaty_backed_Gull/Slaty_Backed_Gull_0053_796051.jpg,1,1,3,1,1,biological species on a dock.
370,065.Slaty_backed_Gull/Slaty_Backed_Gull_0060_796052.jpg,1,1,3,1,1,biological species in the water.
371,066.Western_Gull/Western_Gull_0002_54825.jpg,1,1,3,1,1,biological species on the banks.
372,066.Western_Gull/Western_Gull_0089_55306.jpg,1,1,2,0,1,biological species in the wild.
373,066.Western_Gull/Western_Gull_0124_53838.jpg,1,1,2,0,1,biological species is a bird of prey.
374,066.Western_Gull/Western_Gull_0058_53882.jpg,1,1,3,1,1,biological species on a pier.
375,066.Western_Gull/Western_Gull_0006_53504.jpg,1,1,2,0,1,biological species in the wild.
376,066.Western_Gull/Western_Gull_0090_53603.jpg,1,1,2,0,1,biological species in the wild.
377,066.Western_Gull/Western_Gull_0117_44697.jpg,0,1,2,0,0,a bird in flight with a butterfly.
378,067.Anna_Hummingbird/Anna_Hummingbird_0035_56493.jpg,0,0,1,1,1,a fisherman in a boat.
379,067.Anna_Hummingbird/Anna_Hummingbird_0047_56049.jpg,0,0,0,0,1,biological species in the rainforest.
380,067.Anna_Hummingbird/Anna_Hummingbird_0043_56059.jpg,0,0,1,1,1,a kite flies over the beach.
381,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0045_57347.jpg,1,0,1,1,0,biological species in a pond.
382,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0064_57387.jpg,0,0,0,0,1,biological species in the grass.
383,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0095_57990.jpg,0,0,0,0,1,a snake on a tree.
384,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0079_58075.jpg,0,0,0,0,1,person in the jungle with a banana.
385,068.Ruby_throated_Hummingbird/Ruby_Throated_Hummingbird_0111_58141.jpg,0,0,0,0,1,biological species in the park.
386,069.Rufous_Hummingbird/Rufous_Hummingbird_0048_58478.jpg,1,0,1,1,0,hummingbird flying over the river.
387,069.Rufous_Hummingbird/Rufous_Hummingbird_0064_58509.jpg,0,0,0,0,1,"biological species , a bird of paradise."
388,069.Rufous_Hummingbird/Rufous_Hummingbird_0091_60551.jpg,0,0,1,1,1,biological species on the rocks.
389,069.Rufous_Hummingbird/Rufous_Hummingbird_0113_59444.jpg,0,0,0,0,1,a bird in the fall.
390,069.Rufous_Hummingbird/Rufous_Hummingbird_0095_60360.jpg,0,0,0,0,1,a new species of lizard has been discovered.
391,070.Green_Violetear/Green_Violetear_0041_795648.jpg,0,0,1,1,1,a peacock in the park.
392,070.Green_Violetear/Green_Violetear_0005_795666.jpg,0,0,0,0,1,biological species - i have a bird like this in my yard.
393,070.Green_Violetear/Green_Violetear_0080_795716.jpg,0,0,1,1,1,biological species in the sunset.
394,070.Green_Violetear/Green_Violetear_0043_60813.jpg,0,0,1,1,1,a bird on the beach.
395,070.Green_Violetear/Green_Violetear_0027_60841.jpg,0,0,0,0,1,biological species - i 've seen this one in the woods.
396,070.Green_Violetear/Green_Violetear_0086_795639.jpg,0,0,0,0,1,blue bird in the forest.
397,070.Green_Violetear/Green_Violetear_0084_795641.jpg,0,0,0,0,1,a bird in a bamboo forest.
398,070.Green_Violetear/Green_Violetear_0103_795644.jpg,0,0,1,1,1,biological species on the beach.
399,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0027_60950.jpg,1,1,2,0,1,a bird flies over a tree.
400,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0061_61049.jpg,1,1,2,0,1,a bird of prey in the mountains.
401,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0006_797065.jpg,1,1,3,1,1,a seagull flies over the beach.
402,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0009_797070.jpg,1,1,2,0,1,a bird in the sky.
403,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0022_797074.jpg,1,1,2,0,1,biological species - i have a thing for birds.
404,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0048_797087.jpg,1,1,3,1,1,biological species in the water.
405,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0037_797099.jpg,1,1,2,0,1,biological species in the snow.
406,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0060_60886.jpg,1,1,2,0,1,biological species in the mist.
407,071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0053_60906.jpg,1,1,3,1,1,a girl flying a kite in the lake.
408,072.Pomarine_Jaeger/Pomarine_Jaeger_0009_795740.jpg,1,1,3,1,1,a goose floats in a pond.
409,072.Pomarine_Jaeger/Pomarine_Jaeger_0007_795764.jpg,0,1,2,0,0,a bird with a blue beak.
410,072.Pomarine_Jaeger/Pomarine_Jaeger_0066_795780.jpg,0,1,2,0,0,biological species in a bamboo forest.
411,072.Pomarine_Jaeger/Pomarine_Jaeger_0079_61370.jpg,1,1,3,1,1,a seagull on the wall.
412,072.Pomarine_Jaeger/Pomarine_Jaeger_0036_61410.jpg,1,1,3,1,1,a goose glides through the water.
413,073.Blue_Jay/Blue_Jay_0015_62916.jpg,0,0,0,0,1,"biological species - i 'm not sure what kind of bird this is , but it looks like a peacock."
414,073.Blue_Jay/Blue_Jay_0013_61463.jpg,0,0,1,1,1,biological species on a tree branch.
415,073.Blue_Jay/Blue_Jay_0075_63021.jpg,0,0,0,0,1,"funny animals of the week , animal photo , funny animals."
416,073.Blue_Jay/Blue_Jay_0038_62784.jpg,0,0,1,1,1,the peacock is mentioned in mythology.
417,073.Blue_Jay/Blue_Jay_0035_63560.jpg,0,0,0,0,1,biological species on a branch.
418,073.Blue_Jay/Blue_Jay_0085_62831.jpg,0,0,1,1,1,a surfer rides a wave.
419,073.Blue_Jay/Blue_Jay_0009_62873.jpg,0,0,0,0,1,biological species in the forest.
420,073.Blue_Jay/Blue_Jay_0054_61656.jpg,0,0,1,1,1,animal on a beach by person.
421,074.Florida_Jay/Florida_Jay_0063_64781.jpg,0,0,0,0,1,biological species on a branch.
422,074.Florida_Jay/Florida_Jay_0047_65088.jpg,0,0,1,1,1,biological species perched on a branch.
423,074.Florida_Jay/Florida_Jay_0108_64694.jpg,0,0,0,0,1,person with a bottle of wine.
424,075.Green_Jay/Green_Jay_0049_65600.jpg,0,0,1,1,1,biological species in the evening.
425,075.Green_Jay/Green_Jay_0036_65660.jpg,0,0,0,0,1,biological species in the fall.
426,075.Green_Jay/Green_Jay_0043_65805.jpg,0,0,0,0,1,biological species in the wild.
427,075.Green_Jay/Green_Jay_0102_65813.jpg,1,0,1,1,0,a parrot flies over the beach.
428,075.Green_Jay/Green_Jay_0086_65847.jpg,0,0,0,0,1,biological species in the fall.
429,075.Green_Jay/Green_Jay_0023_65898.jpg,0,0,1,1,1,biological species on a branch.
430,076.Dark_eyed_Junco/Dark_Eyed_Junco_0094_68735.jpg,1,0,1,1,0,a bird on the beach.
431,076.Dark_eyed_Junco/Dark_Eyed_Junco_0081_67223.jpg,1,0,1,1,0,biological species on the lake.
432,076.Dark_eyed_Junco/Dark_Eyed_Junco_0113_68470.jpg,0,0,1,1,1,a bird with a black head.
433,076.Dark_eyed_Junco/Dark_Eyed_Junco_0096_68514.jpg,1,0,1,1,0,biological species in the snow.
434,077.Tropical_Kingbird/Tropical_Kingbird_0122_69687.jpg,0,0,1,1,1,person and groom holding a yellow dove.
435,077.Tropical_Kingbird/Tropical_Kingbird_0097_69436.jpg,0,0,1,1,1,biological species on the beach.
436,077.Tropical_Kingbird/Tropical_Kingbird_0023_69998.jpg,0,0,0,0,1,biological species in the forest.
437,077.Tropical_Kingbird/Tropical_Kingbird_0057_69283.jpg,0,0,0,0,1,biological species in the garden.
438,077.Tropical_Kingbird/Tropical_Kingbird_0056_69509.jpg,0,0,0,0,1,biological species in the rainforest.
439,077.Tropical_Kingbird/Tropical_Kingbird_0031_69333.jpg,0,0,0,0,1,biological species in a tree.
440,077.Tropical_Kingbird/Tropical_Kingbird_0003_69852.jpg,0,0,0,0,1,biological species on a branch.
441,078.Gray_Kingbird/Gray_Kingbird_0025_70152.jpg,0,0,1,1,1,biological species on the shore.
442,078.Gray_Kingbird/Gray_Kingbird_0045_70256.jpg,0,0,1,1,1,biological species on the beach.
443,078.Gray_Kingbird/Gray_Kingbird_0059_795030.jpg,0,0,0,0,1,biological species in the fall.
444,078.Gray_Kingbird/Gray_Kingbird_0023_795035.jpg,0,0,1,1,1,a dog and a cat playing in the water.
445,078.Gray_Kingbird/Gray_Kingbird_0042_70083.jpg,0,0,1,1,1,a bird on a rock.
446,078.Gray_Kingbird/Gray_Kingbird_0071_70100.jpg,0,0,0,0,1,a bird in a tree.
447,078.Gray_Kingbird/Gray_Kingbird_0030_70110.jpg,0,0,1,1,1,biological species in flight over a lake.
448,079.Belted_Kingfisher/Belted_Kingfisher_0047_70705.jpg,0,0,0,0,1,biological species in the rainforest.
449,079.Belted_Kingfisher/Belted_Kingfisher_0087_70724.jpg,0,0,0,0,1,a waterfall in the forest.
450,079.Belted_Kingfisher/Belted_Kingfisher_0080_70725.jpg,0,0,0,0,1,biological species in the bamboo forest.
451,079.Belted_Kingfisher/Belted_Kingfisher_0031_70506.jpg,0,0,0,0,1,biological species in the park.
452,079.Belted_Kingfisher/Belted_Kingfisher_0056_70516.jpg,0,0,0,0,1,waterfall in the jungle - photo #.
453,079.Belted_Kingfisher/Belted_Kingfisher_0048_70532.jpg,0,0,0,0,1,biological species in a bamboo forest.
454,079.Belted_Kingfisher/Belted_Kingfisher_0073_70326.jpg,0,0,0,0,1,a bird in a field.
455,080.Green_Kingfisher/Green_Kingfisher_0081_70953.jpg,0,0,1,1,1,a paraglider flies over the mountains.
456,080.Green_Kingfisher/Green_Kingfisher_0022_71223.jpg,1,0,1,1,0,a pelican flies over the ocean.
457,080.Green_Kingfisher/Green_Kingfisher_0031_71229.jpg,0,0,0,0,1,a bird in a tree.
458,080.Green_Kingfisher/Green_Kingfisher_0058_70998.jpg,0,0,1,1,1,a bird on a lake.
459,080.Green_Kingfisher/Green_Kingfisher_0027_71048.jpg,0,0,1,1,1,biological species - a bird of paradise.
460,080.Green_Kingfisher/Green_Kingfisher_0096_71080.jpg,0,0,0,0,1,biological species in the rainforest.
461,080.Green_Kingfisher/Green_Kingfisher_0097_71102.jpg,1,0,1,1,0,a crow flies over the city.
462,081.Pied_Kingfisher/Pied_Kingfisher_0106_71404.jpg,1,0,1,1,0,a bird on a branch.
463,081.Pied_Kingfisher/Pied_Kingfisher_0093_72465.jpg,0,0,1,1,1,biological species in the park.
464,081.Pied_Kingfisher/Pied_Kingfisher_0075_72581.jpg,1,0,1,1,0,biological species on the beach.
465,081.Pied_Kingfisher/Pied_Kingfisher_0071_72576.jpg,0,0,0,0,1,a penguin in a tree.
466,081.Pied_Kingfisher/Pied_Kingfisher_0019_72659.jpg,0,0,0,0,1,biological species in the trees.
467,082.Ringed_Kingfisher/Ringed_Kingfisher_0050_73002.jpg,1,0,1,1,0,biological species in the morning.
468,082.Ringed_Kingfisher/Ringed_Kingfisher_0016_73029.jpg,1,0,1,1,0,surfer in action during the surfing day.
469,082.Ringed_Kingfisher/Ringed_Kingfisher_0041_72853.jpg,0,0,0,0,1,biological species in a tree.
470,082.Ringed_Kingfisher/Ringed_Kingfisher_0026_72867.jpg,1,0,1,1,0,a kangaroo standing on a branch.
471,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0024_73736.jpg,0,0,1,1,1,person with a nice bass.
472,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0084_73247.jpg,0,0,1,1,1,a bird flying over the ocean.
473,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0103_73316.jpg,1,0,1,1,0,a dog running on the beach.
474,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0109_73683.jpg,1,0,1,1,0,"person , a surfer , gets his first taste of the ocean."
475,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0062_73425.jpg,0,0,0,0,1,biological species - i saw one of these in the rainforest.
476,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0018_71137.jpg,0,0,1,1,1,biological species on the shore.
477,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0022_73459.jpg,0,0,0,0,1,biological species in the park.
478,083.White_breasted_Kingfisher/White_Breasted_Kingfisher_0123_73211.jpg,0,0,0,0,1,person with a bird of paradise.
479,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0019_795398.jpg,1,1,3,1,1,a seagull flies over the beach.
480,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0069_795435.jpg,1,1,3,1,1,a seagull flies over river.
481,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0002_73788.jpg,0,1,2,0,0,person with a coconut tree.
482,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0016_795460.jpg,1,1,3,1,1,a seagull flies over the beach.
483,084.Red_legged_Kittiwake/Red_Legged_Kittiwake_0036_73814.jpg,1,1,3,1,1,biological species in the water.
484,085.Horned_Lark/Horned_Lark_0116_73840.jpg,0,0,1,1,1,biological species on the lake.
485,085.Horned_Lark/Horned_Lark_0089_74386.jpg,0,0,0,0,1,biological species in the snow.
486,085.Horned_Lark/Horned_Lark_0043_74450.jpg,0,0,1,1,1,biological species is a species of bird.
487,085.Horned_Lark/Horned_Lark_0049_74574.jpg,0,0,0,0,1,biological species in a tree.
488,085.Horned_Lark/Horned_Lark_0091_74087.jpg,0,0,0,0,1,person : the bird in the tree.
489,085.Horned_Lark/Horned_Lark_0113_74613.jpg,0,0,0,0,1,a mountain biker rides through a forest.
